1653977640000,31616.11000000,31616.11000000,31607.53000000,31609.42000000,5.41886000,1653977699999,171304.50212290,206,2.34613000,74165.58662260,0
1653977700000,31609.41000000,31617.99000000,31603.64000000,31605.59000000,11.82731000,1653977759999,373893.93957630,297,4.68908000,148225.51470140,0
1653977760000,31605.01000000,31608.61000000,31566.78000000,31570.07000000,23.49636000,1653977819999,742054.83113560,521,10.21241000,322508.08671800,0
1653977820000,31570.06000000,31570.07000000,31539.10000000,31546.00000000,32.61565000,1653977879999,1029190.64726110,743,7.85075000,247693.58011390,0
1653977880000,31546.00000000,31569.84000000,31502.55000000,31519.98000000,22.19247000,1653977939999,699874.25793450,706,5.20920000,164349.32399760,0
1653977940000,31519.98000000,31543.86000000,31517.85000000,31539.35000000,46.63695000,1653977999999,1470494.94692010,642,22.16096000,698714.09474490,0
1653978000000,31539.35000000,31540.66000000,31506.37000000,31529.16000000,52.38799000,1653978059999,1651478.10977110,634,14.95981000,471628.62383310,0
1653978060000,31529.16000000,31541.25000000,31504.10000000,31509.31000000,15.25238000,1653978119999,480747.83540210,375,8.42808000,265644.98027990,0
1653978120000,31509.31000000,31538.02000000,31507.11000000,31518.70000000,25.27508000,1653978179999,796660.15771130,423,14.20253000,447641.87328600,0
1653978180000,31518.71000000,31529.57000000,31509.44000000,31517.81000000,41.68432000,1653978239999,1313830.52972830,526,13.00785000,410003.67566570,0
1653978240000,31517.80000000,31532.34000000,31512.02000000,31527.65000000,16.05718000,1653978299999,506116.91492290,315,7.95177000,250646.38820850,0
1653978300000,31527.66000000,31530.75000000,31517.56000000,31517.57000000,15.40295000,1653978359999,485609.10570490,224,5.96276000,187977.76546320,0
1653978360000,31517.56000000,31535.26000000,31515.11000000,31515.11000000,6.32777000,1653978419999,199485.87462100,211,3.74522000,118066.67144260,0
1653978420000,31515.12000000,31540.52000000,31515.12000000,31539.97000000,7.75389000,1653978479999,244525.41688690,202,4.24976000,134012.72859450,0
1653978480000,31539.96000000,31540.12000000,31515.13000000,31517.12000000,14.09607000,1653978539999,444363.85481050,312,6.71771000,211744.45686990,0
1653978540000,31517.11000000,31546.01000000,31517.01000000,31545.12000000,11.01556000,1653978599999,347341.12411280,250,7.17686000,226297.79412980,0
1653978600000,31545.11000000,31556.66000000,31534.38000000,31556.65000000,19.99026000,1653978659999,630656.34808670,377,12.70734000,400889.70592550,0
1653978660000,31556.65000000,31561.22000000,31552.15000000,31552.16000000,7.07532000,1653978719999,223269.75707910,241,2.34077000,73866.75046720,0
1653978720000,31552.15000000,31555.28000000,31552.15000000,31555.28000000,1.74250000,1653978779999,54982.37498440,105,1.29973000,41011.81348450,0
1653978780000,31555.27000000,31555.57000000,31538.81000000,31540.95000000,10.90435000,1653978839999,344026.54249930,257,3.68664000,116305.12245090,0
1653978840000,31540.95000000,31555.00000000,31540.95000000,31540.96000000,12.74954000,1653978899999,402201.64712780,274,8.89055000,280468.82091130,0
1653978900000,31540.96000000,31540.97000000,31507.79000000,31517.95000000,35.44548000,1653978959999,1117219.49630490,419,6.72434000,211950.90085040,0
1653978960000,31517.94000000,31517.94000000,31497.44000000,31500.67000000,44.14924000,1653979019999,1390975.94753960,664,8.05217000,253692.96937320,0
1653979020000,31500.66000000,31504.93000000,31484.21000000,31489.73000000,48.02728000,1653979079999,1512693.12861800,783,13.84120000,435946.86546180,0
1653979080000,31494.86000000,31500.49000000,31453.96000000,31457.07000000,38.97199000,1653979139999,1226815.61440640,859,13.22314000,416230.79260040,0
1653979140000,31457.06000000,31469.49000000,31440.00000000,31449.21000000,29.76966000,1653979199999,936406.07050460,610,16.91501000,532027.24808980,0
1653979200000,31449.22000000,31475.30000000,31447.17000000,31469.16000000,21.05606000,1653979259999,662466.73106550,324,8.74768000,275186.57671930,0
1653979260000,31466.83000000,31477.32000000,31458.45000000,31476.15000000,18.00828000,1653979319999,566704.50413550,304,6.36661000,200340.50583290,0
1653979320000,31477.31000000,31548.26000000,31477.31000000,31543.41000000,23.38852000,1653979379999,736950.06067330,456,21.06673000,663801.22965660,0
1653979380000,31543.42000000,31560.00000000,31512.08000000,31549.53000000,27.25194000,1653979439999,859428.60966700,380,12.67002000,399567.27247190,0
1653979440000,31549.53000000,31549.55000000,31537.93000000,31538.88000000,7.17844000,1653979499999,226451.17207390,160,1.99530000,62940.34567130,0
1653979500000,31538.88000000,31559.99000000,31536.01000000,31549.06000000,12.07661000,1653979559999,380997.31785070,245,6.80889000,214802.52931970,0
1653979560000,31549.07000000,31550.00000000,31536.00000000,31536.00000000,5.88999000,1653979619999,185805.25184300,157,2.68286000,84631.00336180,0
1653979620000,31536.01000000,31544.40000000,31530.02000000,31539.34000000,10.32579000,1653979679999,325617.17287700,248,5.58246000,176040.37389680,0
